id,alias,name,image_url,is_closed,url,review_count,categories,rating,transactions,phone,display_phone,distance,latitude,longitude,address,city,state,zip_code,DBA Name,AKA Name,License #,Risk,Address,City,State,Zip,Inspection Date,Inspection Type,Results,Latitude,Longitude,income_household_median
niLXA8HH3wuexdKqEwPaeg,ravinia-brewing-company-chicago,Ravinia Brewing Company,https://s3-media2.fl.yelpcdn.com/bphoto/sed4dBWknCINYgTIQFGfNA/o.jpg,False,https://www.yelp.com/biz/ravinia-brewing-company-chicago?adjust_creative=OHfzsHy-SX-d7vKz4usIuw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OHfzsHy-SX-d7vKz4usIuw,53,"[{'alias': 'brewpubs', 'title': 'Brewpubs'}, {'alias': 'tacos', 'title': 'Tacos'}]",4.0,"['delivery', 'pickup']",17737998050,(773) 799-8050,1896.741099526606,41.93203258021119,-87.6929492,2601 w diversey ave,chicago,il,60647,RAVINIA BREWING COMPANY,RAVINIA BREWING COMPANY,2757742.0,Risk 1 (High),2601 w diversey ave,chicago,il,60647,2022-05-06,Canvass,Fail,41.93201997905596,-87.69282814219125,78413
2T_sj5SMQmzhI7tleaeyfQ,mezcala-agave-bar-and-kitchen-chicago,Mezcala Agave Bar & Kitchen,https://s3-media2.fl.yelpcdn.com/bphoto/9F7SxiGGygSgOljQUBWreg/o.jpg,False,https://www.yelp.com/biz/mezcala-agave-bar-and-kitchen-chicago?adjust_creative=OHfzsHy-SX-d7vKz4usIuw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OHfzsHy-SX-d7vKz4usIuw,14,"[{'alias': 'beerbar', 'title': 'Beer Bar'}, {'alias': 'mexican', 'title': 'Mexican'}]",5.0,[],17737998875,(773) 799-8875,1744.9987277709145,41.931865,-87.700242,2901 w diversey ave,chicago,il,60647,MEZCALA,MEZCALA,2808461.0,Risk 1 (High),2901 w diversey ave,chicago,il,60647,2023-01-20,Canvass,Fail,41.93196913588585,-87.70013311819625,78413
buXpW50V9zcJd_iPD58EfQ,rosies-sidekick-chicago,Rosie's Sidekick,https://s3-media1.fl.yelpcdn.com/bphoto/Ux8mBd0nJC88QmS6zyHtkQ/o.jpg,False,https://www.yelp.com/biz/rosies-sidekick-chicago?adjust_creative=OHfzsHy-SX-d7vKz4usIuw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OHfzsHy-SX-d7vKz4usIuw,88,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}]",3.5,"['pickup', 'delivery']",17736973000,(773) 697-3000,2089.2399059869504,41.9289888,-87.6977092,2610 n california ave,chicago,il,60647,ROSIE'S SIDEKICK,ROSIE'S SIDEKICK,2583492.0,Risk 1 (High),2610 n california ave,chicago,il,60647,2022-03-24,Canvass Re-Inspection,Pass,41.92904973671673,-87.6976784608282,78413
E_P0_bQjXwK40trAMh8s-g,el-guanaco-chicago,El Guanaco,https://s3-media1.fl.yelpcdn.com/bphoto/h7j5tQ2SRPi03XpCDfJk2A/o.jpg,False,https://www.yelp.com/biz/el-guanaco-chicago?adjust_creative=OHfzsHy-SX-d7vKz4usIuw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OHfzsHy-SX-d7vKz4usIuw,49,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'salvadoran', 'title': 'Salvadoran'}]",4.0,"['pickup', 'delivery']",17733945470,(773) 394-5470,2366.025862861537,41.9321136474609,-87.7223587036133,3802 w diversey ave,chicago,il,60647,EL GUANACO,EL GUANACO,1592502.0,Risk 1 (High),3802 w diversey ave,chicago,il,60647,2019-10-21,Canvass,Pass w/ Conditions,41.931959438085926,-87.72223430061652,78413
7XeT1wnKJwI48ksk5Qbspw,chois-chinese-restaurant-chicago,Choi's Chinese Restaurant,https://s3-media2.fl.yelpcdn.com/bphoto/Kd3e2IBZpCqP24zbDZO6qA/o.jpg,False,https://www.yelp.com/biz/chois-chinese-restaurant-chicago?adjust_creative=OHfzsHy-SX-d7vKz4usIuw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OHfzsHy-SX-d7vKz4usIuw,78,"[{'alias': 'chinese', 'title': 'Chinese'}]",3.5,"['pickup', 'delivery']",17734868496,(773) 486-8496,2051.529492723287,41.929626,-87.7086048,2638 n milwaukee ave,chicago,il,60647,CHOI'S CHINESE KITCHEN,CHOI'S CHINESE RESTAURANT,2517136.0,Risk 1 (High),2638 n milwaukee ave,chicago,il,60647,2022-08-25,Canvass,Fail,41.929670220351134,-87.70862407382609,78413
Wk7kLmfHP-norij3THpspQ,forever-yogurt-chicago-11,Forever Yogurt,https://s3-media3.fl.yelpcdn.com/bphoto/QW0YseqaLE5J61uWMkaTCw/o.jpg,False,https://www.yelp.com/biz/forever-yogurt-chicago-11?adjust_creative=OHfzsHy-SX-d7vKz4usIuw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OHfzsHy-SX-d7vKz4usIuw,53,"[{'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}]",3.5,"['pickup', 'delivery']",18722065576,(872) 206-5576,2228.0298416339424,41.93159,-87.68647,2741 n elston ave,chicago,il,60647,FOREVER YOGURT - LOGAN SQUARE,FOREVER YOGURT,2637301.0,Risk 2 (Medium),2741 n elston ave,chicago,il,60647,2019-09-05,Complaint,Fail,41.93146599620548,-87.68656175913836,78413
rV53bqcr0yv0oXFp5vsGbQ,chipotle-mexican-grill-chicago-32,Chipotle Mexican Grill,https://s3-media3.fl.yelpcdn.com/bphoto/7PdCzB3JJoiVSttmJb9NNg/o.jpg,False,https://www.yelp.com/biz/chipotle-mexican-grill-chicago-32?adjust_creative=OHfzsHy-SX-d7vKz4usIuw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OHfzsHy-SX-d7vKz4usIuw,127,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]",3.0,"['pickup', 'delivery']",17736610250,(773) 661-0250,2215.3060359975366,41.9316662919126,-87.6863772651265,2743 n elston ave,chicago,il,60647,CHIPOTLE MEXICAN GRILL,CHIPOTLE MEXICAN GRILL,1927197.0,Risk 1 (High),2743 n elston ave,chicago,il,60647,2022-05-27,Canvass,Pass w/ Conditions,41.9315062369114,-87.68661953580288,78413
qRIaHToDFQlxoHf9jVQASQ,la-catrina-chicago,La Catrina,https://s3-media1.fl.yelpcdn.com/bphoto/CANPghrsW13bRE_VBdxcXQ/o.jpg,False,https://www.yelp.com/biz/la-catrina-chicago?adjust_creative=OHfzsHy-SX-d7vKz4usIuw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OHfzsHy-SX-d7vKz4usIuw,31,"[{'alias': 'mexican', 'title': 'Mexican'}]",4.5,"['pickup', 'delivery']",17737729566,(773) 772-9566,2565.0955936005557,41.9319784839046,-87.7256141602993,3924 w diversey ave,chicago,il,60647,EL SABOR PIZZERIA AND ROASTED CHICKEN,EL SABOR PIZZERIA AND ROASTED CHICKEN,2233259.0,Risk 1 (High),3924 w diversey ave,chicago,il,60647,2013-03-19,License,Fail,41.93191768434188,-87.725544754742,78413
o-9UsUAF7K-ZByF9J6rKKA,van-phat-chinese-restaurant-chicago,Van Phat Chinese Restaurant,https://s3-media2.fl.yelpcdn.com/bphoto/3qBNkOrqIEbCnO8YZLAp2A/o.jpg,False,https://www.yelp.com/biz/van-phat-chinese-restaurant-chicago?adjust_creative=OHfzsHy-SX-d7vKz4usIuw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OHfzsHy-SX-d7vKz4usIuw,73,"[{'alias': 'chinese', 'title': 'Chinese'}]",3.0,"['pickup', 'delivery']",17733425222,(773) 342-5222,1938.895520573868,41.93166,-87.71263,2750 n kimball ave,chicago,il,60647,VAN PHAT RESTAURANT,VAN PHAT RESTAURANT,1166473.0,Risk 1 (High),2750 n kimball ave,chicago,il,60647,2022-06-28,Canvass,Pass,41.93170179647224,-87.71244865583952,78413
aqbI7qPllcXBZFgDPD1owQ,jokers-cajun-smokehouse-chicago,Joker's Cajun Smokehouse,https://s3-media2.fl.yelpcdn.com/bphoto/mMN2qPqIqWDJ8-UPq-qNVg/o.jpg,False,https://www.yelp.com/biz/jokers-cajun-smokehouse-chicago?adjust_creative=OHfzsHy-SX-d7vKz4usIuw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OHfzsHy-SX-d7vKz4usIuw,25,"[{'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'cajun', 'title': 'Cajun/Creole'}]",4.0,"['pickup', 'delivery']",13128181325,(312) 818-1325,2215.164707199361,41.93047,-87.68871,2416 w schubert ave,chicago,il,60647,JOKER'S CAJUN SMOKEHOUSE,JOKER'S CAJUN SMOKEHOUSE,2817587.0,Risk 1 (High),2416 w schubert ave,chicago,il,60647,2021-11-18,License,Pass,41.930454015237366,-87.68858025477232,78413
bgH-ct3oAks7vEtB3_EN9Q,potbelly-sandwich-shop-chicago-55,Potbelly Sandwich Shop,https://s3-media2.fl.yelpcdn.com/bphoto/ifMF1gqfsOcn8Rz19wy-Xg/o.jpg,False,https://www.yelp.com/biz/potbelly-sandwich-shop-chicago-55?adjust_creative=OHfzsHy-SX-d7vKz4usIuw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OHfzsHy-SX-d7vKz4usIuw,77,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'salad', 'title': 'Salad'}]",2.5,"['pickup', 'delivery']",17734892535,(773) 489-2535,2232.5330238781235,41.9316381011488,-87.6860854329186,2739 n elston ave,chicago,il,60647,POTBELLY SANDWICH WORKS,POTBELLY,1937822.0,Risk 1 (High),2739 n elston ave,chicago,il,60647,2019-05-31,Canvass,Fail,41.93142633190799,-87.68650430346183,78413
90UDmfa4G8Ya93-QxBn45A,ihop-chicago-12,IHOP,https://s3-media4.fl.yelpcdn.com/bphoto/VAarm2qArh7k3Yarsdxqdg/o.jpg,False,https://www.yelp.com/biz/ihop-chicago-12?adjust_creative=OHfzsHy-SX-d7vKz4usIuw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OHfzsHy-SX-d7vKz4usIuw,86,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'burgers', 'title': 'Burgers'}]",2.5,"['pickup', 'delivery']",17733428901,(773) 342-8901,1726.3199653742945,41.93231,-87.69826,2818 w diversey ave,chicago,il,60647,INTERNATIONAL HOUSE OF PANCAKES,IHOP,1045099.0,Risk 1 (High),2818 w diversey ave,chicago,il,60647,2022-10-20,Complaint Re-Inspection,Pass w/ Conditions,41.93219923769267,-87.69851035446803,78413
ww2yQ0Q__BUNX-4q1HnQHQ,golden-nugget-pancake-house-chicago-11,Golden Nugget Pancake House,https://s3-media2.fl.yelpcdn.com/bphoto/Hyp0tiLUFkKhE4hQS-m1Jw/o.jpg,False,https://www.yelp.com/biz/golden-nugget-pancake-house-chicago-11?adjust_creative=OHfzsHy-SX-d7vKz4usIuw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OHfzsHy-SX-d7vKz4usIuw,106,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",3.0,"['pickup', 'delivery']",17732274346,(773) 227-4346,2662.6628316449187,41.931542,-87.726673,3959 w diversey ave,chicago,il,60647,G N P H #ELEVEN INC,GOLDEN NUGGET RESTAURANT,37909.0,Risk 1 (High),3959 w diversey ave,chicago,il,60647,2013-03-14,Complaint,Fail,41.93168180882644,-87.72691403407654,78413
bLyMRmNSGFLd16f6K-gQYQ,popeyes-louisiana-kitchen-chicago-13,Popeyes Louisiana Kitchen,https://s3-media1.fl.yelpcdn.com/bphoto/QV5J_oqXBeeikGDIKfyNFg/o.jpg,False,https://www.yelp.com/biz/popeyes-louisiana-kitchen-chicago-13?adjust_creative=OHfzsHy-SX-d7vKz4usIuw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OHfzsHy-SX-d7vKz4usIuw,59,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]",2.0,"['pickup', 'delivery']",17737726768,(773) 772-6768,1736.85478352852,41.932299,-87.697981,2800 w diversey ave,chicago,il,60647,POPEYES,POPEYES,12199.0,Risk 1 (High),2800 w diversey ave,chicago,il,60647,2022-04-22,Canvass,Pass,41.93220539506452,-87.6976792438691,78413
7FW6ng8qD6v-vwWynB55Jg,mcdonalds-chicago-5,McDonald's,https://s3-media2.fl.yelpcdn.com/bphoto/fBiUDgSYsqUI0V6TausC8Q/o.jpg,False,https://www.yelp.com/biz/mcdonalds-chicago-5?adjust_creative=OHfzsHy-SX-d7vKz4usIuw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OHfzsHy-SX-d7vKz4usIuw,59,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",2.0,['delivery'],17733424052,(773) 342-4052,1970.2234030689797,41.9304670248852,-87.7092790844767,2707 n milwaukee ave,chicago,il,60647,MC DONALD'S RESTAURANT,MC DONALD'S,1477366.0,Risk 2 (Medium),2707 n milwaukee ave,chicago,il,60647,2022-02-25,Complaint,Pass w/ Conditions,41.93049653187653,-87.70951132446648,78413
9bERVI5IBQ8qSOvaz_EuLA,black-dog-gelato-chicago-16,Black Dog Gelato,https://s3-media3.fl.yelpcdn.com/bphoto/W1ddQuJnpDb-HhYiV7qe2g/o.jpg,False,https://www.yelp.com/biz/black-dog-gelato-chicago-16?adjust_creative=OHfzsHy-SX-d7vKz4usIuw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OHfzsHy-SX-d7vKz4usIuw,11,"[{'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}, {'alias': 'gelato', 'title': 'Gelato'}, {'alias': 'desserts', 'title': 'Desserts'}]",5.0,['delivery'],17732353116,(773) 235-3116,2015.721216020612,41.93013,-87.709671,2662 n sawyer ave,chicago,il,60647,HEAVENLY,HEAVENLY,1894038.0,Risk 2 (Medium),2662 n sawyer ave,chicago,il,60647,2019-06-07,Canvass,Fail,41.93020734457178,-87.7095475155962,78413
Ej7JJ25iKU0VFPaxGW5XvA,off-site-bar-chicago,Off Site Bar,https://s3-media1.fl.yelpcdn.com/bphoto/C8fbWFgkHNAZo4zdaY9dkg/o.jpg,False,https://www.yelp.com/biz/off-site-bar-chicago?adjust_creative=OHfzsHy-SX-d7vKz4usIuw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OHfzsHy-SX-d7vKz4usIuw,5,"[{'alias': 'bars', 'title': 'Bars'}]",4.0,[],17732767110,(773) 276-7110,1971.7793082841447,41.930069,-87.7070236,2657 n kedzie ave,chicago,il,60647,LONGMAN & EAGLE,LONGMAN & EAGLE,80875.0,Risk 1 (High),2657 n kedzie ave,chicago,il,60647,2013-06-10,Canvass,Pass w/ Conditions,41.93012611532404,-87.7072308071835,78413
zwDpnlgp2FUUBdNJlxy1eQ,burger-king-chicago-25,Burger King,https://s3-media2.fl.yelpcdn.com/bphoto/0zKsCUTJfiBeiKcIt_EWEQ/o.jpg,False,https://www.yelp.com/biz/burger-king-chicago-25?adjust_creative=OHfzsHy-SX-d7vKz4usIuw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OHfzsHy-SX-d7vKz4usIuw,28,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'burgers', 'title': 'Burgers'}]",2.5,"['delivery', 'pickup']",17732353376,(773) 235-3376,2250.489233674535,41.930652496263,-87.687552095158,2701 n western ave,chicago,il,60647,BURGER KING #7112,BURGER KING #7112,1473504.0,Risk 2 (Medium),2701 n western ave,chicago,il,60647,2013-06-25,Complaint,Fail,41.93044608692497,-87.68769718425692,78413
btM1K6mY0A7l6_Trrc9GkQ,jims-original-chicago-3,Jim's Original,https://s3-media2.fl.yelpcdn.com/bphoto/cLHClkQHc90_s-kEbhc4GQ/o.jpg,False,https://www.yelp.com/biz/jims-original-chicago-3?adjust_creative=OHfzsHy-SX-d7vKz4usIuw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OHfzsHy-SX-d7vKz4usIuw,3,"[{'alias': 'hotdog', 'title': 'Hot Dogs'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.5,[],18722065279,(872) 206-5279,2164.125758762409,41.931935,-87.686905,2775 n elston ave,chicago,il,60647,NIKO'S GYROS,JIM'S ORIGINAL,1301487.0,Risk 1 (High),2775 n elston ave,chicago,il,60647,2017-04-24,Canvass Re-Inspection,Pass,41.93213996955802,-87.68757393808554,78413
oiZUQplT0Df3HYvX4ZhLpg,dunkin-donuts-baskin-robbins-chicago-15,Dunkin' Donuts / Baskin-Robbins,https://s3-media3.fl.yelpcdn.com/bphoto/buw91Y8r7KxNTtF1SxqYaQ/o.jpg,False,https://www.yelp.com/biz/dunkin-donuts-baskin-robbins-chicago-15?adjust_creative=OHfzsHy-SX-d7vKz4usIuw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OHfzsHy-SX-d7vKz4usIuw,13,"[{'alias': 'donuts', 'title': 'Donuts'}, {'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",2.0,[],17732525600,(773) 252-5600,1962.1089207820112,41.931775,-87.713453,3427 w diversey ave,chicago,il,60647,DUNKIN DONUTS/ BASKIN ROBBINS,DUNKIN DONUTS/ BASKIN ROBBINS,2703407.0,Risk 2 (Medium),3427 w diversey ave,chicago,il,60647,2019-11-21,License,Pass w/ Conditions,41.93184851690408,-87.71335155748686,78413
eCKoEurN3l4k4XcnYp4rtQ,starbucks-chicago-443,Starbucks,https://s3-media3.fl.yelpcdn.com/bphoto/56zocg2nEJh4GmjtqrjcEg/o.jpg,False,https://www.yelp.com/biz/starbucks-chicago-443?adjust_creative=OHfzsHy-SX-d7vKz4usIuw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OHfzsHy-SX-d7vKz4usIuw,16,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]",2.5,['delivery'],17732521994,(773) 252-1994,2545.65472868615,41.92883519,-87.68480958,2656 n elston ave,chicago,il,60647,ARAMARK-FRESHII,FRESHII,2432011.0,Risk 1 (High),2656 n elston ave,chicago,il,60647,2017-08-16,Canvass,Out of Business,41.929848996596895,-87.684643783527,78413
PS6NgFlfovSEhoIl8wrAfw,dunkin-chicago-136,Dunkin',https://s3-media3.fl.yelpcdn.com/bphoto/uAgurdLIBZeE_uuqze8VFg/o.jpg,False,https://www.yelp.com/biz/dunkin-chicago-136?adjust_creative=OHfzsHy-SX-d7vKz4usIuw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OHfzsHy-SX-d7vKz4usIuw,14,"[{'alias': 'donuts', 'title': 'Donuts'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",1.5,['delivery'],17732525600,(773) 252-5600,1962.6653852085344,41.931769,-87.713452,3427 w diversey ave,chicago,il,60647,DUNKIN DONUTS/ BASKIN ROBBINS,DUNKIN DONUTS/ BASKIN ROBBINS,2703407.0,Risk 2 (Medium),3427 w diversey ave,chicago,il,60647,2019-11-21,License,Pass w/ Conditions,41.93184851690408,-87.71335155748686,78413
KSG_WV9T2CD-FhKqxVY9xg,boulevard-bistro-chicago,Boulevard Bistro,https://s3-media3.fl.yelpcdn.com/bphoto/k53xgR65NpkdcBon2DDTIw/o.jpg,False,https://www.yelp.com/biz/boulevard-bistro-chicago?adjust_creative=OHfzsHy-SX-d7vKz4usIuw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OHfzsHy-SX-d7vKz4usIuw,4,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'waffles', 'title': 'Waffles'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",5.0,[],17737998029,(773) 799-8029,2141.4279395898125,41.931918,-87.687683,2753 n western ave,chicago,il,60647,CORNERSTONE CAFE,CORNERSTONE CAFE,1677226.0,Risk 1 (High),2753 n western ave,chicago,il,60647,2019-04-04,Canvass,Fail,41.93196806631448,-87.6877412495,78413
tT0lj2G4dgcMFo_uyUotOA,subway-chicago-461,Subway,https://s3-media1.fl.yelpcdn.com/bphoto/hLEG7xp-rEdp4clgUPWqMQ/o.jpg,False,https://www.yelp.com/biz/subway-chicago-461?adjust_creative=OHfzsHy-SX-d7vKz4usIuw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OHfzsHy-SX-d7vKz4usIuw,7,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}]",2.0,"['pickup', 'delivery']",17739048346,(773) 904-8346,2704.9522375417,41.9289293157847,-87.6815117516867,2579 n elston ave,chicago,il,60647,SUBWAY 275,SUBWAY,2263935.0,Risk 1 (High),2579 n elston ave,chicago,il,60647,2019-04-16,Canvass,Fail,41.928524158413744,-87.68228466062325,78413
XR847KX_gNoWOiD85Updow,bon-bon-sandwiches-chicago,Bon Bon Sandwiches,https://s3-media3.fl.yelpcdn.com/bphoto/JF1k0YycccAPD9CqAJOD0w/o.jpg,False,https://www.yelp.com/biz/bon-bon-sandwiches-chicago?adjust_creative=OHfzsHy-SX-d7vKz4usIuw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OHfzsHy-SX-d7vKz4usIuw,586,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]",3.5,"['delivery', 'pickup']",17732785800,(773) 278-5800,737.7975583090237,41.91007,-87.68621,2333 w north ave,chicago,il,60647,BON BON SANDWICHES,BON BON SANDWICHES,1963679.0,Risk 1 (High),2333 w north ave,chicago,il,60647,2012-08-06,Canvass,Pass,41.91022784325591,-87.68605644458866,78413
BbZJX22cYLRlK3vfGPhddg,thai-lagoon-chicago,Thai Lagoon,https://s3-media2.fl.yelpcdn.com/bphoto/8LILpIJzQ6A54ym_bYBLbw/o.jpg,False,https://www.yelp.com/biz/thai-lagoon-chicago?adjust_creative=OHfzsHy-SX-d7vKz4usIuw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OHfzsHy-SX-d7vKz4usIuw,459,"[{'alias': 'thai', 'title': 'Thai'}]",3.5,"['pickup', 'delivery']",17734895747,(773) 489-5747,781.351763235383,41.9106,-87.68575,2322 w north ave,chicago,il,60647,THAI LAGOON RESTAURANT,THAI LAGOON RESTAURANT,48364.0,Risk 1 (High),2322 w north ave,chicago,il,60647,2013-02-05,Canvass,Fail,41.91045086472163,-87.68577178122376,78413
heSNmi80snMFaD2aqux8EA,yolk-test-kitchen-chicago-chicago,Yolk Test Kitchen - Chicago,https://s3-media2.fl.yelpcdn.com/bphoto/i7sY9LQgymLD9cfaWBjnyw/o.jpg,False,https://www.yelp.com/biz/yolk-test-kitchen-chicago-chicago?adjust_creative=OHfzsHy-SX-d7vKz4usIuw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OHfzsHy-SX-d7vKz4usIuw,188,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",4.0,"['pickup', 'delivery']",13123481333,(312) 348-1333,1192.944994678389,41.913698,-87.682071,1767 n milwaukee ave,chicago,il,60647,YOLK TEST KITCHEN,YOLK TEST KITCHEN,2589655.0,Risk 1 (High),1767 n milwaukee ave,chicago,il,60647,2022-11-02,Canvass,Fail,41.9135877900482,-87.68220283542529,78413
dw-dsVgjiDzr8pbw0iVk1A,kyōten-chicago,Kyōten,https://s3-media2.fl.yelpcdn.com/bphoto/bY6RAlrsnFZ3ihJc0SZDrQ/o.jpg,False,https://www.yelp.com/biz/ky%C5%8Dten-chicago?adjust_creative=OHfzsHy-SX-d7vKz4usIuw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OHfzsHy-SX-d7vKz4usIuw,70,"[{'alias': 'sushi', 'title': 'Sushi Bars'}]",4.5,[],13126780800,(312) 678-0800,1571.1469304966542,41.91743,-87.69009,2507 w armitage ave,chicago,il,60647,KYOTEN,KYOTEN,2608074.0,Risk 1 (High),2507 w armitage ave,chicago,il,60647,2018-08-24,License,Fail,41.917441715238574,-87.69019549534963,78413
ZTn2YtEFijkqlrFwa9aBsw,estelles-chicago,Estelle's,https://s3-media3.fl.yelpcdn.com/bphoto/tB3bdu7Qp9XD08n0gk0Rjg/o.jpg,False,https://www.yelp.com/biz/estelles-chicago?adjust_creative=OHfzsHy-SX-d7vKz4usIuw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OHfzsHy-SX-d7vKz4usIuw,326,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",3.5,['delivery'],17737820450,(773) 782-0450,1045.3855077046037,41.91032,-87.6780953,2013 w north ave,chicago,il,60647,ESTELLES CAFE & PUB LTD,ESTELLES CAFE & PUB,19551.0,Risk 1 (High),2013 w north ave,chicago,il,60647,2022-07-21,Complaint,Pass w/ Conditions,41.910364204247294,-87.6781304283268,78413
DfWqQLBJRCIUfQtOgDH1JQ,dantes-pizzeria-chicago,Dante's Pizzeria,https://s3-media3.fl.yelpcdn.com/bphoto/FNp_e7Ar5u67zID_SAVUkQ/o.jpg,False,https://www.yelp.com/biz/dantes-pizzeria-chicago?adjust_creative=OHfzsHy-SX-d7vKz4usIuw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OHfzsHy-SX-d7vKz4usIuw,384,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}]",4.0,"['pickup', 'delivery']",17733420002,(773) 342-0002,2066.0528971763733,41.9174418,-87.7034462,3028 w armitage ave,chicago,il,60647,"DANTE'S PIZZA,INC.",DANTE'S PIZZA,2092884.0,Risk 1 (High),3028 w armitage ave,chicago,il,60647,2015-09-10,Canvass,Pass,41.91753915867679,-87.70372788811352,78413
QCFAYQS3Od2A79P1C_tI6A,oromo-cafe-bucktown-chicago,Oromo Cafe Bucktown,https://s3-media2.fl.yelpcdn.com/bphoto/VD86c4TIyrhbIOxTbSkUeQ/o.jpg,False,https://www.yelp.com/biz/oromo-cafe-bucktown-chicago?adjust_creative=OHfzsHy-SX-d7vKz4usIuw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OHfzsHy-SX-d7vKz4usIuw,86,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.5,"['pickup', 'delivery']",17739048147,(773) 904-8147,1420.5109754816108,41.9163145,-87.687699,1912 n western ave,chicago,il,60647,Belly Shack II,Belly Shack,2294005.0,Risk 1 (High),1912 n western ave,chicago,il,60647,2013-11-26,License,Fail,41.91618570053351,-87.68752368767451,78413
